Surah 7:1, Alif Lam Mim Sad.,Alif. Lam. Mim. Swad.
Surah 7:158     ,                         Say: "O men! I am sent unto you all as the Messenger of Allah to Whom belongeth the dominion of the heavens and the earth: there is no god but He: it is He That giveth both life and death. So believe in Allah and His Messenger the Unlettered Prophet who believeth in Allah and His words: follow him that (so) ye may be guided.",Gan gan; "Ya ye zawangizhi! Hakika Tuci Soko miyi be eba ye baeni bo (Soko) Etsu na wun mulki sanmazhi tokin na ade yandoci na eza'awun na'a sai wyun'y wyun'e dan yan rayi umae wu rayi to yea imani jin be Sokoe to be Tuci'u yin nayi Annbi na nayi umiyyu na naejin imani be Sokoe to be egan'uzhi na; yea emi tu'u ujin wo be wuncin'y ye ga ke eko.
Surah 7:159 ,      Of the people of Moses there is a section who guide and do justice in the light of truth.,Dagan mini zaba Musa zhio jama'azhi danbo nazhie wu (zazhi) ba be gaskiyae na be'uyin ga ma e la'ajin adalincio.
Surah 7:160,                                          We divided them into twelve tribes or nations. We directed Moses by inspiration when his (thirsty) people asked him for water: "Strike the rock with thy staff": out of it there gushed forth twelve springs: Each group knew its own place for water. We gave them the shade of clouds and sent down to them manna and quails (saying): "Eat of the good things We have provided for you": (but they rebelled); to Us they did no harm but they harmed their own souls.,Yicia sa fi "sibti" (ezhimi ko kin) guwo be gubae alunmazhi. Yici jin wahayi ya Musa kamina jama'a yan'uzhi wa nuwan finfinci beu yin na gan: A tsukun wyoe la zhe kin eye nuwanzhi har guwo be gubae cia la tinya dagan miniubo hakika zaeni ndondo kpe nuwan finbau ye . Yicia wuru yan girgije la'akpea. Yici cin manna (nuwan managi ke efuna) to nakan lukukuzhi ya'a egi dagan mana mana yan arziki na Yi la ya ye na. Ama jin yi zwaluncia amaa de eti tacin'a tsa ejin zwaluncio.
Surah 7:161 ,                  And remember it was said to them: "Dwell in this town and eat therein as ye wish but say the word of humility and enter the gate in a posture of humility: We shall forgive you your faults; We shall increase (the portion of) those who do good.",To kamina agan ya gan: "Efedun dan alkarya nanao ye mae gi dagan miniubo bandondo na ga ba ye nao ye mae gan gan: (Soko) fa be yi yin ye mae gan'edan eko be sujadae: Yi afa be lefi'ezhi Yi ma'abe egagba alheri ya zannazhi gae jin bolo bolo na.Surah 7:162                But the transgressors among them changed the word from that which had been given them so we sent on them a plague from heaven. For that they repeatedly transgressed.Gancin zanazhia eti tacin'azhi jin zwalunci na cia egan sangwa ke na'agan ya' na lugwa Yici cin azaba be fia dagan sanmao ebo iri etun yan zwalunci nazhi afe lo na.
Surah 7:163  ,                        Ask them concerning the town standing close by the sea. Behold! they transgressed in the matter of the Sabbath. For on the day of their Sabbath their fish did come to them openly holding up their heads but on the day they had no Sabbath they came not: thus did We make a trial of them for they were given to transgression.,Wyo mao gbin'agan labari alkarya wuncin na ci kpata misun'ona kamina afe -- iyaka gan eti (hukunci) efo Asibio na (Sokoa ikan wan la'azhe haramu ya'a asibi foe) kanga ma ikan'azhi ciaajin afe tin ya gu ra rae. Efo na majin Asibi ya'a na ikan zhi etin ya ya' a: Acinga ga Yi fe man'acileo ebo fasikanci nazhi afejin nao.
Surah 7:164,                  When some of them said: "Why do ye preach to a people whom Allah will destroy or visit with a terrible punishment"- said the preachers:" To discharge our duty to your Lord and perchance they may fear Him.",To kamina jama'a ndocizhi miniabo gan: Ebo ki'ibo ye cie jin jama'a nazhi Soko ajin hallaka na ko ma wyun'a jin a azaba tsuntsunnu na wa'azio Acigan: yie jin jin ebo ulau fe uzuri-u ya yi lo eba tsoci ye uma jinwo be wuncin'y agaa fe za nazhie sundan sokona.
Surah 7:165,                 When they disregarded the warnings that had been given them We rescued those who forbade Evil; but We visited the wrong-doers with a grievous punishment because they were given to transgression.,Kamina abea tanba la'alo yan nazhi asan'atu be yin na Yia za na zhie na-wun cie kan etun dede na gangwa Yicia zanazhia eti taacin'azhi jin zwalunci na wan be azaba bibiciy" ebo etun fasikanci nazhi afe lo na.
Surah 7:166,          When in their insolence they transgressed (all) prohibitions We said to them: "Be ye apes despised and rejected.",Gancin kamina abea gbotika ke yan na akan'a na lugwa na Yici gan'agan: ye tsoa zhe ebegizhi nazhi yi eyan gbi gba ci zhi na.
Surah 7:167      ,            Behold! thy Lord did declare that He would send against them to the Day of Judgment those who would afflict them with grievous penalty. Thy Lord is quick in retribution but He is also Oft-forgiving Most Merciful.,To kamina Tsoci wyoe ya'mi na akika wyun'a tun zadedezhi fia har da efo Alkiyami nazhia fe ya azaba dedezhi fin na hakika Tsoci wyoe Etsu nae din ye be jin jin azabae na uyio hakika ma wyin'y (Soko) Etsu gafara uyio Etsu yegun uyio.
Surah 7:168   ,          We broke them up into sections on this earth. There are among them some that are the righteous and some that are the opposite. We have tried them with both prosperity and adversity: In order that they might turn (to us).,Yicia sa fi kinbo (aciafe) jama'a kpere kperezhi miniabo ade zaguruzhi fibo mini abo ma ade nazhi jin za guru zhia na. Yima ma'acinle be eyan wangi zhi to be eyan dedezhi ko be wuncin-y a zheban eti ekpya dao lo eba Soko.
Surah 7:169   ,                                    After them succeeded an (evil) generation: They inherited the Book but they chose (for themselves) the vanities of this world saying (for excuse): "(Everything) will be forgiven us." (Even so) if similar vanities came their way they would (again) seize them. Was not the covenant of the Book taken from them that they would not ascribe to Allah anything but the truth and they study what is in the Book. But best for the righteous is the home in the Hereafter. Will ye not understand,Gancin za zun mazhi ci be gwo gwa zunma yan zanazhia shi dzo nao acia litafi gigun (kpikpeu) acie da gwo eyan zwizwoci yan izhe gbi gba ci na na (kini giba yan bawu Soko) acie gan gan: bele yin afa be yi yin. Eyan zwi zwoci ci izhe (yan haramu) ndoci ga be ya'a be a tagwa gwo yan'a. Asa a la alkawali yan litafi bea yin ke de aga gan gan ndondo eti alamari Sokoo ma'a sai de na ga yi gaskiya na'a Al'ali ma atso ayan nazhi fi li ta fio na gba (hakika ma) Emi yan zoba batsozhi ude alheri gan (izhe na na) ya za na zhi gae tswa Soko acie sundan'una. Ngba kashi ye de ankali dea.
Surah 7:170 ,        As to those who hold fast by the Book and establish regular prayer- never shall We suffer the reward of the righteous to perish.,Zanazhi mae la gwa sun litafi na aci kezhea sallah ku gikini na hakika Yi yie ta ega gba yan zaguruzhi ya kpea.
Surah 7:171       ,           When We shook the Mount over them as if it had been a canopy and they thought it was going to fall on them (We said): "Hold firmly to what We have given you and bring (ever) to remembrance what is therein; perchance ye may fear Allah.",To kamina Yi la pati tu ta eti'abo na wyo cia ye gan ko girgije uyio aci fe kpaye ke de hakika uga'a kpankpea na (aci gan 'agan): yea egwa sun yan na Yi la ya ye na be kagboe ye mae fepa yan na zhi fi bo na ujin wo be wuncin'y ye ga fe za na zhie tswa Soko acie sun dan'una.
Surah 7:172  ,                       When thy Lord drew forth from the Children of Adam - from their loins - their descendants and made them testify concerning themselves (saying): "Am I not your Lord (who cherishes and sustains you)"- They said: "Yea! We do testify!" (This) lest ye should say on the Day of Judgment: "Of this we were never mindful":,(Wyo mao pa) lokaci na Tsoci wyoe la alkawali be egi yan Adama zhi-na dagan mini dzo dzoa zhio zuriya'azhi dan bo ucia atso la'afe eri jincizhi ta eti tacin'atso zhio (uci gan) Asa ujin Migayi Tsoci ye yea Acigan: "E'ba acinga gao yima' eri jin" (aci gan) Ebo Efo Alkiyamio ye be gan gan: Akika yi yia ya ye ke (alkawali) na na lugwa ma.
Surah 7:173 ,             Or lest ye should say: "Our fathers before us may have taken false gods but we are (their) descendants after them: wilt Thou then destroy us because of the deeds of men who were futile",Ko ma ye be gan gan: Akika de yanmanci yi zhi tsa la yan pa Soko baci caba batso zhibo yi ma'afe zuriya'azhi zunma'abo. Kashi Ngba wyo ga yi jin hallaka ebo le fi nazhi eza egbin zhi (gan ma na zuncizhi) jin nae
Surah 7:174  ,  Thus do We explain the signs in detail; and perchance they may turn (unto Us).,Acinga ga ma Yi yia jin yi kpe aya zhi yeo (be bayani zhi yin'o): ujinwo be wuncin'y zawangizhia zheban da tsun Soko be ekpyadae.
Surah 7:175  ,          Relate to them the story of the man to whom We sent Our signs but he passed them by: so Satan followed him up and he went astray.,Wyo mao gba labario ya'a yan za na yi la aya Yi zhi be ya na ucia mini'u wa ya dagan minia bo na gan cin shetan ci fe gba'uza ucia fe dan mini zanazhia jin hallaka nao.
Surah 7:176    ,                         If it had been Our will We should have elevated him with Our signs; but he inclined to the earth and followed his own vain desires. His similitude is that of a dog: if you attack him he lolls out his tongue or if you leave him alone he (still) lolls out his tongue. That is the similitude of those who reject Our signs; So relate the story; perchance they may reflect.,Uma ga ba Yi ba da Yi gau la'atu be aya wuncin zhi amma de wyun tso egba wa dan kin bo ucia emi tu etun yan gban'u koton ci yan za wuncin wun'afe ke koton ci eshigi na wyo ga wa'u wun ufe ce gin tara ka wyo ma gau ya yan'u wun'afe ce gintara na na ga yi koton ci yan jama'a nazhia aya Soko zhi yi gan ma nao: gba etan (labari) na na ya'a ujin wo be wuncin'y aga fe za na zhiekpa ye na.
Surah 7:177 ,       Evil as an example are people who reject Our signs and wrong their own souls.,Bibi wun'ajin tabatta ya koton ci yan jama'a nazhia aya Yizhi yi ganmana na eti tacin'atso tsa ma ejin zwaluncio.Surah 7:178         Whom Allah doth guide- he is on the right path: whom He rejects from His guidance- such are the persons who perish.Zandondo na Soko ga'a la ke eko na wyun ga ke eko za na ma ugau gbin na To zawun cin zhi ga yi eza hassara zhio.
Surah 7:179   ,                          Many are the Jinns and men we have made for Hell: They have hearts wherewith they understand not eyes wherewith they see not and ears wherewith they hear not. They are like cattle- nay more misguided: for they are heedless (of warning).,Hakika ma yi jin alittazhi ebo jahannamao nazhi dokun na mini aljanizhio to zawan gi zhio ayi be yan gban zhi egan zhi mae yea ama yi be eye zhiamae la'a le ba yea ama yi be tukpa zhi amae la'a wo gan'a: zawuncin zhi ke dabba zhi na ayio. Eba hakika ake ke gbu gbu gan dabbazhi eba egbin'o: zawun cinzhi ga yi eye ya ci zhio.
Surah 7:180        ,     The most beautiful names belong to Allah: so call on him by them; but shun such men as use profanity in his names: for what they do they will soon be requited.,Soko ma yi be sunna wan gi zhi ebo acin'o efebau yan be a yin ye mae dzun gan zana zhie nyin sunna Soko zhi ya nao: Be le yin aga'agba be iri etun nazhie lo na.
Surah 7:181   ,   Of those We have created are people who direct (others) with truth. And dispense justice therewith.,A ma de dan mini alitta nazhi Yi jin na jama'azhi ayio e-wu zazhi ba be gaskiyae be uyin ma gae jin adalincio.
Surah 7:182 ,      Those who reject Our signs We shall gradually visit with punishment in ways they perceive not;,Zanazhi ma aya Yi zhi yi gan mana na Yia dzua lo edzun ba ndoci yi cia dzun fia dagan ba na ade kpi kpe wun'a na.
Surah 7:183,    Respite will I grant unto them: for My scheme is strong (and unfailing).,Mimae pata pa ya'a hakika tangi tso yan Mi ugbo ka sarau yin .
Surah 7:184    ,      Do they not reflect Their companion is not seized with madness: he is but a perspicuous warner.,Kashi akpa ye kpa'a ngan batan yan iladzun udan be maso yia yin'a hakika ufea sai de gan gba jin ci na;a tu la na.
Surah 7:185,                     Do they see nothing in the government of the heavens and the earth and all that Allah hath created (Do they not see) that it may well be that their terms is nigh drawing to an end In what message after this will they then believe,Kashi acin le lo eba mulki yan sanmazhi to kin yin'a to iri yandondo na Soko jin jin na'a uma jin wo gan ajali azhie la'a tso ba ni  To egan ki ci baci wuncin'o ke na yea jin imani be yin nao
Surah 7:186,         To such as Allah rejects from His guidance there can be no guide: He will leave them in their trespasses wandering in distraction.,Zaeni ndondo na Soko gau gbin na ade zan dondo na'a lau kr eko wo na'a uci ga'a ya gun egbin'azhio eza zhi zhi ci zhi.
Surah 7:187,                                    They ask thee about the (final) Hour - when will be its appointed time Say: "The knowledge thereof is with my Lord (alone): None but He can reveal as to when it will occur. Heavy were its burden through the heavens and the earth. Only all of a sudden will it come to you." They ask thee as if thou Wert eager in search thereof: Say: "The knowledge thereof is with Allah (alone) but most men know not.",Egbin wyo gan eti eka yan ekin na kiyamao foci wun'ajin tabbattao Gan gan: hakika de kpi kpeu dan be tso ci mi yin. Zandondo danbo najin bayani lokaciu wo naa sai de wyun tso. Alamariu wun'a lukpin dan mini samazhio to kin bo. Uma'a be ya yea sai de eti girikuo. Acia fe gbin wyo gan ke wyoa ye gan ko wyo de kpi kpeu de na. Gan gan: "hakika de kpi kpeu dan be Sokoe amma de ekun don do zawangizhi ade kpikpe.
Surah 7:188  ,                         Say: "I have no power over any good or harm to myself except as Allah willeth. If I had knowledge of the unseen I should have multiplied all good and no evil should have touched me: I am but a warner and a bringer of glad tidings to those who have faith.",Gan gan: mi de mulki yan eti tacin mi yan eyan anfani ndocia mima da eyan gun ndoci gwa wo ya eti tacin mi yin'a sai de yanna ga ba Soko (uc jin na). Da aci gan mi de kpikpe gaybu de (yan na'a swo na) da mia dokun be jin jin alheri gan'ani eyan egun ndondo ma'a tomi gwa'a mi de fea sai de gan gba jin ci. Mimae ya labari yan gban fa ya jama'a na zhi gae jin imani na.
Surah 7:189  ,                          It is He Who created you from a single person and made his mate of like nature in order that he might dwell with her (in love). When they are united she bears a light burden and carries it about (unnoticed). When she grows heavy they both pray to Allah their Lord (saying): "If Thou givest us a goodly child we vow we shall (ever) be grateful.",Wyun ga yi Etsu na jin alitta ye dagan rayi ninio na Ucia yiwo jin yau dagan minia tso ebo ude bau fa yangban'u dan miniubo. Kamina ubea nakan laa kpe una wun'a de wan ewan na yi finfanci na uci fe lo yegboro beu yin. Gancin kamina nakan bea lukpin na acia ya Soko aduwa yn ba Etsu nayi Tsoci na: "Hakika wyo ga ya yi (egi) guru de ma hakika yi gaafe dan mini zanazhie jin yebo nao
Surah 7:190 ,          But when He giveth them a goodly child they ascribe to others a share in the gift they have received: but Allah is exalted high above the partners they ascribe to Him.,To kamina Soko bea eyan wangi la'aya na'a yandonci ko zandonci la'apau baci dan mini yanna ula ya'anao Soko ma'a latu ke yannazhie la pau baci na lugwa.
Surah 7:191  ,    Do they indeed ascribe to Him as partners things that can create nothing but are themselves created,Kashi  a'la yanna jin alitta yandondo woa na apau baci ala'lima ajin alitta yan atso jinSurah 7:192,      No aid can they give them nor can they aid themselves!,Ama la eyan taimako ndondo ya'a woa atso ma jin " ti ta acin'a taimako woa.
Surah 7:193,           If ye call them to guidance they will not obey: For you it is the same whether ye call them or ye hold your peace!,Ka yema ga yian lo eko bawu aa alamitu ye ni'uyi yaye yeo ko ye yia ko ma ye laefe zanazhia sunsun na!
Surah 7:193 ,          If ye call them to guidance they will not obey: For you it is the same whether ye call them or ye hold your peace!,Ka yema ga yian lo eko bawu aa alamitu ye ni'uyi yaye yeo ko ye yia ko ma ye laefe zanazhia sunsun na!
Surah 7:194  ,           Verily those whom ye call upon besides Allah are servants like unto you: Call upon them and let them listen to your prayer if ye are (indeed) truthful!,Hakika zanazhi ye da yi ye ke Soko lugwa na wuzhizhi ayio dozhin ye tso zhio: to efe yia-ye gancin ma ala ye yea gwo mi (ala aduwa yezhia gwo) wun'ayi za gaskiyazhi ye yio na.
Surah 7:195,                         Have they feet to walk with Or hands to lay hold with Or eyes to see with Or ears to hear with Say: "Call your ´god-partners´ scheme (your worst) against me and give me no respite!,Kashi ade bici (ezando) yan gwa'atso de nae la'a dazan na Kashi ade egwa yangwa'atso de nae laa wan yan na Kashi ade eyezhi de yangwa'atso nae la lebaye na Kashi ade tukpazhi de yan gwatsozhi nae la'a wangan: "Eyi yannazhi ye la'a pa Soko baci na beyn gancin ye cie tso tangi yan tanadi dede ye ya Mi ye mae ga shi tukpa ndondo ya Mima.
Surah 7:196,        "For my Protector is Allah Who revealed the Book (from time to time) and He will choose and befriend the righteous.,Hakika Soko ga yi Ndakata mi yan'o Etsu nacin litafi be na Wyun ga mayi Etsu nae gwogwa ya za guruzhi nao.
Surah 7:197,         "But those ye call upon besides Him are unable to help you and indeed to help themselves.",Za nazhi ma ye da yi ye ke Soko lugwa na ajin ye taimako ndondo woa ama jin eti taso taimako woa.
Surah 7:198 ,          If thou callest them to guidance they hear not. Thou wilt see them looking at thee but they see not.,Ka ye ma ga yia lo eko bawu awoa Wyo ma alea ye afe cin wyo le ama'a le yando yea.
Surah 7:199 ,     Hold to forgiveness; command what is right; But turn away from the ignorant.,Agwa sun yan na ga fan gan na (fe fa be zazhi) wyo mao feo jin foro be tun alheri wyo mao la etio pan'oke bojin yan jahilizhio lugwa.
Surah 7:200,         If a suggestion from Satan assail thy (mind) seek refuge with Allah; for He heareth and knoweth (all things).,Ko ma kandondo na wyo gae wo fifela (ko ma sharya fu ) yan shetan cie wagan wyun'a fe wyo la na dada wa tswitswa be Sokoe hakika Soko Etsu nae wo na uyio Etsu na ma kpikpe na Uyio.
Surah 7:201,           Those who fear Allah when a thought of evil from Satan assaults them bring Allah to remembrance when lo! they see (aright)!,Hakika za nazhi gae tswa Soko acie sundan'u na kandondo na yekpa dede ndoci yan shetan ga be ya'a na ajin a pa Soko gancin aci ga'afe eza basirazhi eza hankalizhi.
Surah 7:202 ,     But their brethren (the evil ones) plunge them deeper into error and never relax (their efforts).,(Za nazhi mae sundan Sokoa na) yegiazhi (mini shetanzhio) ajin afe jin'a taimako dan mini egbin'o ama'e cin fa'a.
Surah 7:203,                      If thou bring them not a revelation they say: "Why hast thou not got it together" Say: "I but follow what is revealed to me from my Lord: this is (nothing but) lights from your Lord and Guidance and mercy for any who have faith.",Kagan ma wyo la aya ndoci be ya'a agan: Ki la wyo tso ci tswa yan gwa wyoa yan'o "Gangan:Hakika de mie la mi latu wahayi naga be yami dagan eba Tsoci mi bo na. Nanaegan hankalizhia ayio dagan eba Tsoci yebo umayi bawu be ye gun'y ya jama'a nazhi gae jin imani na.
Surah 7:204  ,     When the Qur´an is read listen to it with attention and hold your peace: that ye may receive Mercy.,Kandondo na ma agae gba katun Alkura'nu na efe shi tukpa yan ye mae sunsun ujin wo be wuncin'y ye ga'de yegun.
Surah 7:205 ,              And do thou (O reader!) Bring thy Lord to remembrance in thy (very) soul with humility and in reverence without loudness in words in the mornings and evenings; and be not thou of those who are unheedful.,Wyo mao feo tun Tsoci wyo yao ye dan mini yangban wyo bo be ekpedae to be dansun'y zunmanci yan egan la tuo to lazhin to lozun wyo mao ga'afe dan mini eye yaci zhio ma.
Surah 7:206     ,     Those who are near to thy Lord disdain not to do Him worship: They celebrate His praises and prostrate before Him.,Hakika ma zanazhi dan eba Tsoci wyo bo na e gbo tika ke jin jin bauta Soko lugwa'a ama'ajin afe liu be ekundo yan Tasbihu'y Wyun ga ajin ajin sujada yao.
