"Akaryote, n., Nàsuṇkò.","Alamo, n., Dokùṇci.",,
"Akathisia, n., Nàduṇfé.","Alamo (San Antonio chapel), n.,",,
"Akee, n., Yìlá.",Alamó.,,
"Akela, n., Àkélà.","A la mode, adj., Máki mámi.",,
"Akene, n., Ràkpéci.","Alamode, n., Mákimámigi.",,
"Akimbo, adj., Kpákạn; Ekpá kạn.","Alamogordo, n., Àlamógóridò.",,
"Akin, adj., Kezhǐ.","Alanine, n., Geràmạ.",,
"Akinesia, n., Kiánkiánà.","Alannah, n., Dzạkàṇmi.",,
"Akita, n., Àkítà.","Alar, adj., Gwapàrí.",,
"Akkad, n., Akádì.","Alarm, vt., adj., Kugìrì.",,
"Akkadian, n., Akádìci.","Alarm, n., Gìrìku.",,
"Akmolinsk, n., Akìmólínísíkì.","Alarmbell, n., Esáṇ kpogolo.",,
"Akoko (tribe), n., Àkókó.","Alarm clock, n., Efíṇ kpogolo.",,
"Akrasia, n., Ràgbó.","Alarming, adj., Etísạngi.",,
"Akron, n., Ákurónì.","Alarmist, n., Etísạnci.",,
"Akubra, n., Akúburà.","Alarm reaction, n., Gungùṇgá etísạn.",,
"Akvavit, n., Nusuṇ; Nuwạṇ esuṇ.","Alas! interj., Kasà!",,
"A la, prep., Máki; Màmáki.","Alaska, n., Alásiká.",,
"Alabama, n., Àlábámá.",,,
"Alaska Highway, n., Keremì","Albino, n., Biabiá.",,
Alásiká.,"Albion, n., Alìbinyạn.",,
"Alaska Native, n., Kîṇci Alásiká.","Albite, n.,",,
"Alaska Range, n., Lòjèrě Alásiká.","Albumen, n.,Púkùṇgi.",,
"Alaska Standard Time, n., Èká","Alchemy, n., Nyạsạtuṇ.",,
Tsàfàkùṇ Alásiká.,"Alcohol, n., Washi.",,
"Alaskan king crab, n., Karatsu","Alcoholic, adj., Washigi.",,
Alásiká.,"Aldehyde, n., Geràmạnu; Ege",,
"Alaskan malamute, n., Màlámútìci",ràmạnuwạnci.,,
Alásiká.,"Al dente, adj., Nyíkàṇdugi.",,
"Alaskan Peninsula, n., Kòsùṇtíkòkó","Aleph, n., Kákânyé.",,
Alásiká.,"A level, n., Tàràgi A.",,
"Alastrim, n., Làgwagi.","Alert (notify), v., Tungwa.",,
"Alate, n., Gwapàkùṇ.","Alert, adj., v., Patí.",,
"Alb, n., Bǒkùṇwò.","A l’espagnole, adj., Makí Sìpenìci.",,
"Albacore, n., Bàkúrági.","Al Fatah, n., Alì Fàtáhà.",,
"Albania, n., Alìbenìnyá.","Alhaji, n., Àlǎzhì.",,
"Albanian, n., Alìbenìnyáci.","Alien, n., Ezàzhìwuru",,
"Albany, n., Alìbánì.","Alien, adj., Zhìwuru.",,
"Albatross, n. Kiàbǒkùṇ;","Alif, n., Kânyé; Kákânyégi.",,
Kuṇkiàcibǒkùṇgi.,"Alight, v., Ciṇkîn.",,
"Albedo, n., Púrádzi.","Alight (descend from up), v., Yá.",,
"Albeit, conj., Àmâdě.","Alike, adj., adv., Lǒdạn.",,
"Albendazole, n., Zhìpúnîngi;","Alkali, n., Sankpegi.",,
Zhìsuṇpúkùṇnîn.,"A list, n., Yèbà A.",,
"Alberich, n., Alìbéríkì.","Alive, adj., Lòsuṇ; Lò esuṇ.",,
"Albert, n., Alìbàtì.","Al Jazeera, n., Alì Jàzírá.",,
"Albert Edward Nyanza, n., Alìbàtì","All, adj., Kpátá.",,
Edìwódì Nyạnzà.,"Allah, n., Álawù; Állahù.",,
"Albert, Lake, n., Ewàṇkó Alìbàtì.","Allergy (skin), n., Eshikó.",,
"Alberta, n., Alìbàtà.","Alleviate, v., Dàkàrà.",,
"Albertite, n., Alìbàtìci.","Alleviation, n., Kàràdà.",,
"Albertosaurus, n., Gbǎgbǎlûalìbàtì.","Alley, n., Fopìṇci; Èfo piṇpìṇci.",,
"Albescent, adj., Púrágà.","Alligator, n., Èyi.",,
"Albigenses, n., Alìbìcizhì.","All in all, adv., Ṃàṃà tò jànja.",,
"Albinism, n., Biabiájiṇ.","All-inclusive, adj., Fenyǐ.",,
"Allocution, n., Migàṇ; Emi egàṇ.","Aluminium, n., Kpábǒ; Kpánù",,
"Allot, v., Kpa; Kpakpe.",bǒkuṇ.,,
"Allow, v., Lugwa.","Always, adv., Kándondò.",,
"Alloy, n., Tsunkàṇ.","Am, vt., yi.",,
"All right, interj., Tò.","Amaranth, n.,Koworo; Korola woro.",,
"Allure, n., Gínyàmu.","Amass, v., Wun.",,
"Alluring, adj., Nyàmugí.","Amateur, n., Gbòdù.",,
"Al Mahallah al kubra, n., Alì","Amateurism, n.., Gbòdùwà.",,
Mạhálá alì kuburà.,"Amaze, v., Bòyěka.",,
"Almighty, adj., Gbǎkàlà.","Amazing, n., Yékabò.",,
"Almost, v., Láké; Lá ké.","Ambassador, n., Kpotun.",,
"Alms, n., Kpàtsà.","Ambition, n., Nînkpa.",,
"Alms, give, v. Tsàkpà.","Ambitious, v., Kpanîn.",,
"Aloe, n., Cidungi; Eci dungi.","Ambitious, adj., Nînkpaci.",,
"Aloe vera, n., Cidungi tashirù.","Ambuscade, v., Dzukuṇ.",,
"Alone, adj., (1st person), Gbángi.","Ambuscade, n., Ekuṇdzu.",,
"Alone, adj., (2nd person), Gbaogi.","Ambush, v., Sókuṇ; Só ekuṇ.",,
"Alone, adj., (3rd person), Gbaugi.","Ambush, n., Kuṇsó; Ekuṇsó.",,
"Alone, adj., (3rd persons), Gbǎgi.","Amen, interj., Sòkó u gò.",,
"Alphabet, n., Lifiba; Alifi ba.","Amiable, adj., Dámi; Dá emi.",,
"Al Qaeda, n., Alì Kàyídà.","Amide, n., Sạnmạri.",,
"Already, adv., Aní.","Amine, n., Sạnmạgi.",,
"Al segno, adv., Da gwadaṇ.","Amino, n., Sạnmạgà.",,
"Also, adv., Ke.","Amino-, adj., -sạnmạgà.",,
"Altar, n., Wòbà.","Amino acid, n., Tsárigi sạnmạgà.",,
"Alter, v., Zhègbà.","Aminophenol, n., Geyésạnmạgà.",,
"Alteration, n., Egbàzhè.","Ammonia, n., Sạnmạ; Esạn Nmạ:",,
"Altercate, v., Gùṇmikpàngo.",Esạn Sòkó Nmạ.,,
"Altercation, n., Mikpàngogùṇ.","Ammunition, n., Àmà.",,
"Alternate, v., adv., Kadí.","Amoeba, n., Wazhìngi; Ewazhìngi.",,
"Alternately, adv.,Kakadí.","Among, prep., Nínmǐ.",,
"Alternative, n., Kakadígi.","Amount, n., Gúṇgúṇ.",,
"Alternatively, adj., Kakadí kakadí.","Amount to, v., Gúṇ.",,
"Although, conj., prep., Tònạdě.","Amphisbaena, n., Bìbòrwa.",,
"Altogether, adv., Fiannyi.","Amphora, n., Nyíkûn.",,
,"Ample, adj., Tundú.",,
"Amply, adv., Tundúnyǐ.","Another, adj., Ndoci",,
"Ampoule, n., Bàtagi.","Another time, adv., Kándoci.",,
"Amulet, n., Kpàrà.","Answer, v., Zhègàṇ.",,
"Amuse, v., Bantsạn.","Answer, n., Egàṇzhè; Gàṇzhè.",,
"Amusement, n., Anashewa.","Ant, n., Zùṇzùṇgi",,
"Amusing, n., Bantsạngi.","Ant (big, white), n., Ègǎṇkó.",,
"Anaconda, n., Kubákubá.","Ant (black), n., Pùtapùta.",,
"Analogous, adj., Lulògi.","Ant (black soldier ant), n., Bogi.",,
"Analogy, n., Lògi; Elògi.","Ant (red), n., Wǔrìabìa.",,
"Analyze, v., Yego.","Ant (red, large), n., Kạtíkạtí.",,
"Ancestor, n., Tokun.","Ant (red, small), n., Egbègi.",,
"Ancestry, n., Tokungi.","Ant (red, a specie), n., Mìnyì.",,
"Anchor, n., Yandùrù; Eyandùrù.","Ant (small, white), n., Èkagi.",,
"Anchor, v., Shì yandùrù.","Ant, tree, n., Mìnìmìnì.",,
"Ancient, adj., Gbako.","Antelope, n., Elógi.",,
"Ancillary, n., Yégògá.","Antelope(harnessed), n., Dùṇgi;",,
"And, conj., Tò.",Edùṇgi.,,
"Angel, n., Zashe.","Antelope (a specie), n., Èke; Èkegi.",,
"Anger, n., Ewùṇzhe.","Antelope (a specie), n., Èko; Èkogi.",,
"Angle, n., Gwakonu.","Antelope (a specie), n., Ekógi.",,
"Angle (acute), n., Kukun.","Antelope (kob), n., Elo.",,
"Angry, v., Zhewùṇ.","Anthill, n., Kájì.",,
"Angst, n.,Warankaci","Anthill (on the plain), n., Gạnạ.",,
"Anhydride, n., Ràmạnuwạnri.","Anthill (near water), n., Ḍàkùṇ.",,
"Anilide, n., Zhìshígici.","Anthill (by black ants), n., Ekági.",,
"Aniline, n., Zhìshígi.","Anti-,pref., -Vùṇ.",,
"Animal, n., Enạgi.","Anticipate, v., Báyèshí.",,
"Ankle, n., Kúkúngi; Bici kúkúngi.","Anticipation, n., Yèshíbá.",,
"Anklet, n., Nyạkúkúngi.","Antidote, n., Èvuṇ.",,
"Anniversary, n., Yámi; Eyá emi.","Antimony, n., Tose.",,
"Announce, v., Yàmi.","Antiquity, n., Kákâncià.",,
"Announcement, n., Emiyà.","Antivenom, n., Wasa.",,
"Annoy, v., Gun; Guṇwùṇ.","Antler, n., Gwalaguru.",,
"Annoyance, n,., Wùṇguṇ.","Anus, n., Bigun.",,
"Annual, adj., adv., Yanya; Eya eya.","Anvil, n., Tátsu.",,
"Anoint, v., Zùṇmí; Zùṇ emí.","Anxiety, n., Efòfò.",,
"Anxious, adj., Fòfò.","Apprise, v., Wúsan; Wú esàṇ.",,
"Any, adj., pro., Ndorò.","Approach, v., Yeba.",,
"Any time, adj., Kándorò.","Approach (open space), n., Ègbǎṇ.",,
"Aorta, n., Dzuèkò; Dzu èkògi.","Approach (to a house), n., Lami.",,
"Apace (quickly), adv., Pinyǐ.","Approve, v., Yéyé; Yé eyé.",,
"Apart, adv., Kányí.","Approval, n., Eyéye.",,
"Apart (besides), prep., Bambè.","Apricot, n., Pacigbe.",,
"Apart, come, v., Kpéfi.","A priori, adv., Bědzòshìci.",,
"Apart, from, adv., Bambe nyi.","Apron, n., Gbạṇgìnì.",,
"Apartment, n., Katakányí.","Apron (a leather one), n., Wòrìki.",,
"Apartheid, n., Pàkányí; Epà kányí.","Aquavit, n., Dùsuṇ.",,
"Apathetic, adj., Gwato.","Arab, n., Àràbici.",,
"Aperture, n., Yegi.","Arabic, n., Àràbi.",,
"Ape, n., Ěkǎn.","Arbiter, n., Ebósạnci.",,
"Apex, n., Fìtílègè.","Arbitrate, v., Sạnbó.",,
"Apiece, adj., Nukuṇnukuṇ.","Arbitration, n., Ebósạn.",,
"Aphrodisiac, n., Sàvì.","Arch, n., Dạmurèngòga.",,
"A posteriori, adv., Zùṇṃà ṃàgi.","Arch, v., Yá.",,
"Apparatus, n., Nyạkpatú; Enyạ","Archer, n., Ndǎkwà.",,
ekpatú.,"Archery, n. Ekwàcé.",,
"Apparel, n., Nyạdzúci, Enyạdzúci","Ardent, adj., v., Díṇnyì.",,
"Appear, v., Kédê; Ké dê.","Arduous, adj.,Táṇnạ",,
"Appear (seem), v., Ke… nạ.","Arduous, adj., Táṇnạtáṇnạ.",,
"Appearance, n., Dêké; Dênké.","Area (place), n., Bàkuṇ; Ebà kuṇ.",,
"Appearance, n., Gíyémi.","Area (locality), n., Efu.",,
"Appellation, n., Yeci.","Argil, n., Ezùṇ.",,
"Appetite, n., Fàwó.","Argot, n., Èdè.",,
"Apple, n., Epukó.","Argue, v., Gimikpa.",,
"Appoint, v., Nyànạ; Nyà enạ.","Argument, n., Mikpa; Emikpagi.",,
"Appointment, n., Enạnyà.","Arid, adj., Dzamàṇ.",,
"Apportion, v., Tòṇto.","Arid place, n., Dzamàṇta.",,
"Apprehend, v., Kpegà.","Arithmetic, n., Dángùlò.",,
"Apprehending, n., Gàkpe.","Arise, v., Nạkiṇ",,
"Apprehensive, v., Wǒdàṇ.","Arm (body), n., Gwagan.",,
"Apprehension, n., Dàṇwǒ; Edàṇwǒ.","Arm (weapon), n., Nyankpakuṇ.",,
"Apprentice, n., Egituṇ; Egi etuṇ.",,,
"Arm, v., Dáṇ nyạnkpa; Dáṇ","Arthropod, n., Gangana.",,
nyạnkpakuṇ.,"Article, n., Nyạgi, Enyạgi",,
"Armhole, n., Fogwa; Èfogwa.","Articulated, adj., Kunci.",,
"Armlet, n., Gwadạn; Enyạ gwadạn.","Artifice, n., Jîgi.",,
"Armpit, n., Lǔkǒntata.","Artificial, n., Jîkun.",,
"Armed robber, n., Garádáci be","Artist, n., Jîci; Èjîci.",,
kayakuṇ ǐ.,"Arts, n., Jîzhi.",,
"Armour, n., Nyạkuṇ; Enyạkuṇ.","Aryan, n., Àriyánù.",,
"Armoury, n., Tanyạkuṇ; Kata","As, adv., Kemi….. nạ.",,
enyạkuṇ.,"As, conj., Kendò.… na.",,
"Arms, n., Nyạnkpakuṇzhì.","Ascend, v., Gunfìṇ.",,
"Arm’s length, n., Gwala.","Ash, n., Tutunpèrè.",,
"Army, n., Nami.","Ashamed, adj., v., Kógbin.",,
"Aroma, n., Ekáṇtò.","A share, n., Tònto A.",,
"Aroma, give out, v., Tòkáṇ.","Ashen, adj., Pura.",,
"Around, adv., adj., Kansàṇ.","Ashore, adv., Ciṇkpàṇ.",,
"Around, go, v., Mạngòba.","Asinine, adj., Tǎtǎgǐ.",,
"Arouse, v., Sạntú.","Ask, v., Gbíṇgàṇ.",,
"Arousal, n., Sisạntú.","Aslept, v., Álele; Lele.",,
"Array (dress), v., Panîn.","As per, adv., Wóndònạ.",,
"Arrange, v., Tá.","Aspergillosis, n., Wùdùwùdù.",,
"Arrangement, n., Titá.","Aspersion, n., Lebu.",,
"Arrears, n., Zùṇmàwǒ.","Aspersion, cast, v., Bule.",,
"Arrest, v., Wankan.","Aspire, v., Mùbo.",,
"Arrest, n., Kanwan.","Aspiration, n., Ecemu.",,
"Arrival, n., Cíṇcíṇ.","Asr (Islamic devotion), n., Lǎsàrì.",,
"Arrive, v., Cíṇ.","Ass (donkey), n., Zàṇci.",,
"Arrogance, n., Etòtó.","Assegai, n., Èkwà.",,
"Arrogant, adj., Tótó.","Assemblage, n., Kukugúṇ.",,
"Arrow, n., Ekpà.","Assemble, v., Gún; Gúndo.",,
"Arrowhead, n., Kpàtí; Ekpàtí.","Assemble (meeting), v., Yekan.",,
"Arrowroot, n., Efa.","Assembly, n., Èdògún.",,
"Art, n., Èjî.","Assess, v., Zole.",,
"Artery, n., Dìṇnǐ.","Assessment, n., Lezo; Elezo.",,
"Artful, adj., Kawa.","Asset, n., Mùrìya.",,
"Arthritis, n., Wuregi.","Assist, v., Gòlò.",,
"Assistance, n., Èlògò.","Attention, pay, v., Dạnyé.",,
"Assistant, n., Gwadáci.","Attic, n., Edàtí.",,
"Associate, v., Paṃà.","Attire, n., Nyạfạn.",,
"Associate (partner), n., ṇànyǐci.","Attire, v., Fạnnyạ.",,
"Association, n., Ṃàpa; Eṃàpa.","Attract, v., Fàyě.",,
"Assorted, adj., Títítítígi.","Attraction, n., Yěfà.",,
"Assortment, n., Títítítí.","Attractive, adj., adv., Yěfàgi.",,
"Assume, v., Wúyégǎṇ.","Auction, v., Túbá.",,
"Assumption, n., Yéwúgǎṇ..","Auction, n., Bátú; Ebátú.",,
"Assurance, n., Nyạngbàṇbe.","Auger, n., Nyạdzuci; Enyạdzuci.",,
"Assure, v., Benyạngbàṇ; Be","Aunt (maternal), n., Nṇǎgi.",,
nyạngbàṇ.,"Aunt (paternal), n., Mạciṇṃà.",,
"Asthma, n., Suṇgạngi.","Aunty, n., Danwu.",,
"Asthma plant, n., Kínkèrè cintàrà.","Austral, adj., n., Kúdù.",,
"Astonish, adv., Laye; La eye.","Authorize, v., Gí gbókuṇ.",,
"Astonishment, n., Yela.","Authority, n., Gbókuṇ.",,
"Astound, adj., Wówo.","Auto, n., Tsó.",,
"Astringent, adj., Bodó.","Automatic, n., Tsótuṇgi.",,
"Astronomical, adj., Kogá.","Automobile, n., Tsókegi.",,
"Astute, adj., Kerekere.","Automotive, adj., Tsótiági.",,
"Asu (a tribe), n., Ebì; Ebè.","Auxiliary, adj.,Tògwa",,
"At, adv., …. o.","Auxillary, n., Gwatògi; Egwatògi.",,
"A tempo, adv., adj., Dạn kámini.","Avenge, v., Gágbá.",,
"Athlete’s foot, n., Jinjeregi.","Avengement, n., Egbágá.",,
"Atimes, adv., Céká.","Aver, v., Jiṇ kirinyǐ",,
"At once, adv., Bici eni.","Averment, n., Kiri.",,
"Attack, v., Tsùṇkuṇ; Tsùṇ ekuṇ.","Aviary, n., Lǔka.",,
"Attack, n., Ekuṇtsùṇ.","Avocado, n., Bedaibo",,
"Attain, v., Tuṇgwa; Tuṇ egwa.","Avoid, v., Kìn.",,
"Attainment, n., Gwatuṇ; Egwatuṇ.","Avoidance, n., Kikìn.",,
"Attempt, v., Màtò.","Await, v., Túká.",,
"Attempt, n., Etòmạ.","Awake, v., Sạnle.",,
"Attend, v., Nyàbà; Nyà ebà.","Award, v., Kiṇtuṇ; Kiṇ etuṇ.",,
"Attendance, n., Ebànyà.","Award, n., Tuṇkiṇ.",,
"Attend to, v., Lá yé dạn.","Aware, adj., Kpeká.",,
"Attention, n., Yédạn; Eyé dạn.","Awareness, n., Kákpe; Ekákpe.",,
"Away, v., Dạn bo à.",,,
"Awkward, adj., Muzhì.",,,
"Awkwardness, n., Muzhìmuzhì.",,,
"Awn, n., Gàṇṇàwàsà.",,,
"Awning, n., Finugi.",,,
"Axe, n., Egbà.",,,
"Axis, n., Sạnkarago.",,,
"Axle, n., Tàkàra.",,,
"Aye!, interj., Oyì;Eyì.",,,
"Azo- , pref., Zhìsuṇ.",,,
"Azole, n., Zhìsuṇkuṇ.",,,
"Azotic, adj., Zhìsuṇgi.",,,
"Azure, n., Kùndòfa; Tákùndòfa.",,,
B,,,"Back and forth, adv., Dalo dazhin."
,,,"Back, small of, n., Zùṇṃà làfogi."
"Baal, n., Bǎlà.",,,
,,,"Back, v., Tú zùṇmạ."
"Baalbek, n., Bǎlàbekì.",,,
,,,"Backbite, v., Gàṇnyi."
"Baas, n., Bǎsà.",,,
,,,"Backbiting, n., Ezàgàṇnyi."
"Baasie, n., Bǎsi.",,,
,,,"Backbone, n., Tsúkùṇ zùṇṃà."
"Baaskap, n., Bǎsikapi.",,,
,,,"Back, come, v., Zhíṇ zùṇṃà."
"Baath, n., Basi.",,,
,,,"Backer (disciple), n.,Zà zùṇṃà; Ezà"
"Baathism, n., Basijin.",,,
,,,zùṇṃà.
"Bab, n., Babi.",,,
,,,"Back, go, v., Lo zùṇṃà."
"Baba, n., Bàba.",,,
,,,"Backhander, n., Nyạgwatạn;"
"Babbitt, n., Babìti.",,,
,,,Enyạgwatạn.
"Babble, v., Gǔgúló.",,,
,,,"Backing, n., Zùṇṃàtú."
"Babe, n., Màṃàngi.",,,
,,,"Back of hand, n., Egwa zùṇṃà."
"Babe in arm, n., Màṃàngwa.",,,
,,,"Backside, n., Zùṇṃà kàsàṇ."
"Babe magnet, n., Ndǎshîn màṃàn.",,,
,,,"Backslide, v., Gbìdò."
"Babel, n., Babilà.",,,
,,,"Backstitch, n., Ṃàsíta."
"Babesiosis, n., Babìsìtáṇ.",,,
,,,"Backsword, n., Biení; Ebi emi ení."
"Babi, n., Babici.",,,
,,,"Backwoods, n., Zanu."
"Babiche, n., Kpàkùn.",,,
,,,"Bacon, n., Kàṇtsùṇ; Nạkàṇ kutsùṇ."
"Babinski reflex, n., Gbígí Babìnskì.",,,
,,,"Bad, adj., Bi."
"Babism, n., Babijin.",,,
,,,"Bad, n., Ebi."
"Baboo, n., Bàbú.",,,
,,,"Badger, n., Giriko."
"Baboon, n., Gbògì.",,,
,,,"Badland, n., Kîntífù."
"Babu, n., Bàbú.",,,
,,,"Bad luck, n., Càkú."
"Babul, n., Bàbulà.",,,
,,,"Baft, n., Kóshí."
"Babushka, n., Nnǎkókó.",,,
,,,"Bag, n., Nạmbà."
"Babuyan Islands, n., Esùṇ",,,
,,,"Baggage, n., Lukutu."
,Babuyanzhi.,,
,,,"Baggy, adj., adv., Fàṇkùṇ."
"Baby, n., Màṃàn.",,,
,,,"Bagpipe, n., Bǐbàginạmfa."
"Baby blue, n., Dòfa màmàn.",,,
,,,"Bahama grass, n., Dinkankan."
"Baby blues, n.,",,,
,,,"Bait, n., Egi."
"Babyboy, n., Ndǎkógi.",,,
,,,"Bake, v., Ṇyà."
"Babygirl, n., Nṇǎkógi.",,,
,,,"Baking, n., Nyiṇyà."
"Bachelor, n., Èkpáṇ.",,,
,,,"Balance, n., Vonbà; Evo gubà."
"Back, n., Zùṇṃà.",,,
,,,"Balance, v., Bànvo."
"Back (human body), n., Ṃàsùṇ.",,,
,,29,
"Balance (on the head), v., Kpàtèté.","Bank (financial), n., Akpata.",,
"Balcony, n., Yàkuṇta.","Banknote, n., Ewó wárá.",,
"Bald, adj., Fù; Fùtí.","Banned, adj., Shiwuci.",,
"Balderdash, n., Filaninya.","Bantam, n., Bishe liàliàgi.",,
"Baldheaded, adj., Etífùci.","Baobab, n., Muci; Emuci.",,
"Baldness, n., Etífù.","Baobab fruit, n., Emu.",,
"Bale, v., Kushé.","Baobab leaf, n., Kuká.",,
"Bale, n., Eṃà.","Baptize, n., Kiàdù.",,
"Balk, v., Tsàṇyeya.","Baptism, n., Dùkià.",,
"Balking, n., Eyeyatsàṇ.","Bar (rod), n., Kwǎdú; Kwǎkwǎdú.",,
"Ball, n., Kòpà.","Bar (counter), n., Fábà; Efá ebà.",,
"Baloney, n., Namu.","Bar, v., Gù; Gù kwǎdú.",,
"Balls (nonsense), n., Tsustsugi","Barb, v., Wạntí.",,
"Balsam apple, n., Gàràfiṇni.","Barb, n., Ekạngi.",,
"Bamboo, n., Gusa.","Barbecue, n., Fesha.",,
"Bamboo palm, n., Èba.","Barber, n., Etíwạnci.",,
"Bamboo palm fruit, n., Bankoro.","Barber shop, n., Èdàgi.",,
"Bamboozle, v., Jin dzorondzoro.","Barbing saloon, n., Èdàgi.",,
"Ban, v., Wushi; Wu shishi.","Bare, adj., Dǎkạn.",,
"Ban, n., Shiwu; Shishiwu.","Bare (body), adj., Kpáṇṇá.",,
"Banana, n., Yàbà.","Bare, v., Wúkpala.",,
"Band, n., Esági.","Bargain, v., Cèwò.",,
"Band (musical), n., Ṇàdzǎn; Eṇà","Bargain, n., Ewòcè.",,
èdzǎn.,"Barge, n., Eya kpánù.",,
"Bandage, n., Bàpagi.","Bark, n., Gulu.",,
"Bandit, n., Zade.","Bark, v., Gbó.",,
"Bandy-legged, adj., Gwampin.","Bark beetle, n., Eyigi.",,
"Bane, n., Sáṇmù; Ásáṇmù.","Barking, n., Gbugbó.",,
"Bang, adv., Kpóro.","Barn, n., Èdo.",,
"Bangle, n., Kanranwu.","Barnacle, n., Kandùsaṇ.",,
"Banish, v., Ṇyákiábo.","Barracks, n., Èdògùṇ; Èdò ègùṇ.",,
"Banishment, n., Nyinyákiábo.","Barrel, n., Bùrù.",,
"Banjo, n., Dùngùrù.","Barren (woman), adj., Ràmạ.",,
"Banjo, play, v., Tsạn dùngùrù.","Barren (land), adj., Mana.",,
"Banjoist, n., Dùngùrùtsạnci.","Barricade, v., Kàṇga; Kàṇ èga.",,
"Bank (river), n., Èkpàṇ.","Barricade, n., Egakàṇ.",,
"Barring, prep., Àfè.","Batter (beat), v., Banba.",,
"Barrister, n., Fábàci; Efábàci.","Battering-ram, n., Matalaka.",,
"Barter, v., Zolo.","Battery (beating), n., Baban.",,
"Base, n., Gbigbi.","Battery (electronic), n., Suṇgbógi;",,
"Baseborn, n., Egishempa.",Esuṇgbógi.,,
"Basic, adj., Gbigbici.","Battle, v., Gún.",,
"Basic, n., Gbigbigi.","Battle, n., Ègún.",,
"Basilisk, n., Dinasa","Battlefield, n., Kuṇgùṇbà;",,
"Basin, n., Gbángbámí.",Ekuṇgùṇbà.,,
"Basin (small size), n., Tàràbì.","Battlefront, n., Daga.",,
"Basin (medium size), n., Dana.","Battleground, n., Ekuṇda.",,
"Basin (large size), n., Sawa.","Battlement, n., Nạmi.",,
"Basin (bath), n., Shapá.","Bawd, n., Nṇǎ shankala.",,
"Basis, n., Dudugi.","Bawl, v., Gbóguṇ.",,
"Bash (festivity), n., Mbànshi.","Bay (sea), n.,Ebu",,
"Bashful, adj., Dezùṇyě.","Bay (horse), n., Èkiá sari.",,
"Bashfulness, n., Zùṇyěde","Bayonet, n., Kpanga.",,
"Basket, n., Kasa.","Bazaar, n., Èswàkó.",,
"Basket (fowl cage),n.,Gudugudu","Bazooka, n., Atakoshi.",,
"Basket (of two halves), n., Lèfe.","Be, v., Dạnbo; Dạn.",,
"Basket (oblong type), n.,","Be, v., Fe.",,
Kòndzùrùgi.,"Be, vt., Yì.",,
"Basketball, n., Èkòkasa.","Beach, n., Kákpạṇ.",,
"Bastard, n., Eginyàṇciṇ.","Beachfront, n., Kákákpạṇ;",,
"Baste (stitch), v., Fù.",Kákákpạṇgi.,,
"Bat (fruit bat), n., Èdǎṇ.","Beacon, n., Sheci.",,
"Bat (house bat), n., Pìtìngi.","Bead, n., Nyǎṇsuṇsuṇ.",,
"Bat (vampire bat), n., Gbìnyǎ.","Bead, v., Fu.",,
"Bathe, v., Fù nuwạṇ.","Bead (fancy ones), n., Dúyé.",,
"Bath, n., Nuwạṇfù.","Bead (loin beads), n., Fùkǒ.",,
"Bathos, n., Kwàbwà.","Beadle, n., Mábàgi.",,
"Bathroom, n., Ébó.","Beak, n., Nukpà.",,
"Bathtub, n., Gbada.","Beaker, n., Batage; Bata ege.",,
"Baton, n., Elá.","Beam (roof), n., Gwadwa.",,
"Batten, n., Ekagi.","Beam (weaving), n., Zhiǎki.",,
"Batter, v., Ban.","Bean(general term), n., Ezo.",,
"Bean, n., Gbángbárà.","Because, conj., Ebó, Ebónạ.",,
"Bean (a specie), n., Gbíṇni.","Become, v., Zhè.",,
"Bean (cooked), n., Èwà; Zowà.","Bed, n., Lukpó.",,
"Bean (cultivar), n., Sheshe.","Bedbug, n., Jìgàngi",,
"Bean, green, n., Zongbárà.","Bedchamber, n., Katale.",,
"Bean (ground), n., Edzu; Yédzu.","Bedclothes, n., Nyạtaci.",,
"Bean (grown on flood land), n.,","Bedsheet, n., Èdětíle.",,
Kapangi.,"Bedspread, n., Letítaci.",,
"Bean, kidney, n., Ezo kadangi.","Bee, n., Èsǔ.",,
"Bean (small specie), n., Ezo kapangi.","Beehive, n., Dùkùṇfú.",,
"Bean porridge, n., Zoboci; Ezoboci.","Beer, n., Ege.",,
"Beam, n., Eshá.","Beer (a type), n., Tùtùgi.",,
"Bear, n., Shìnyi; Eshì enyì.","Beer (informal name), n., Gárági.",,
"Bear (carry), v., Lá.","Beetle, n., Emu.",,
"Bear (birth), v., Mạ.","Beetle (red), n., Ndǎkóbasa.",,
"Bear (fruits, general), v., Suṇ.","Beetle (a specie), n., Gbáṇgúṇnú.",,
"Bear (fruits, Lonci tree), v., Jè.","Beetle (a specie), n., Kpakala.",,
"Bear (corn), v., Watí.","Beewax, n., Tefú; Ete efú.",,
"Beard, n., Nukpanyì.","Befall, v., Tsun.",,
"Beard, grow, v., Kàṇ nukpanyì..","Before (in time), prep., conj., adv.,",,
"Beardless, adj., Shiàgiri",Bědzò.,,
"Beast, n., Nakin.","Before (in front of, place), prep., Yita",,
"Beat, v., Wu.","Beforehand, adv., Kédzò.",,
"Beat (flog), v., Wulu.","Befriend, v., Dáyà.",,
"Beat (floor), v., Pa.","Beg, v., Bà.",,
"Beat (drum), v., Nìṇyà.","Beget, v., Mạ.",,
"Beater (food), n., Dzùṇwo;","Beggar, n., Maba.",,
Sokùṇdzùṇwo.,"Begetter, n., Egimạyiwo.",,
"Beater (hunting), n., Nạṇyáci;","Begging (casual), n., Enyạbà.",,
Enạṇyáci.,"Begin, v., Cià.",,
